詞	頻次	碼（各式，短→長）
西多士	100000	ihiaaiji
西歐	100000	ihicoy ihicoooy
西班牙	100000	ihienefj
西班牙語	100000	ihienefjioo ihienefjiodo
西班牙文	100000	ihienefjix
西北	100000	ihifc
西雅圖	100000	ihifjfooo ihifjyifooioo
西晉	100000	ihiggb
西維吉尼亞	100000	ihigmfforcihi ihigmyifforcihi
西藏	100000	ihihrq ihihrckq
西亞	100000	ihiihi
西夏	100000	ihijdx ihijdjx
西非	100000	ihijee
亞特蘭大	100000	ihijhahpviy ihijhfahpptviy
亞利桑那	100000	ihijtnxxtcp ihijtnxxxtcp ihijtnxxxtcijp
西門	100000	ihipp
亞塞拜然	100000	ihiqufjitdm ihiquhvfjijetdm ihiquhvfjijetdkqm
西安	100000	ihiquj ihiqulj
西寧	100000	ihiquj ihiquwmj
亞馬遜	100000	ihishmpjz ihishmpjgmz
亞東醫院	100000	ihitbcyipql ihitbcyknipqujl
西南	100000	ihituf ihituvf
亞松森	100000	ihitvgttt
西周	100000	ihiufo
亞美尼亞	100000	ihivekrcihi
西營盤	100000	ihivyojui ihivyvyojuini
西漢	100000	ihiwhy ihiwhoiy
西灣河	100000	ihiwiswoj ihiwiogswoj
西湖	100000	ihiwtd ihiwtod
西伯利亞	100000	ihiyjbjtnihi
三令五申	100000	iiiapidbj
三明治	100000	iiibdwgo
三星	100000	iiibjf
三民高中	100000	iiiclxiooq iiiclxiouoq
三菱	100000	iiihfx iiihfvx
三藩市	100000	iiihwtqm iiihwjvtqm
三五成群	100000	iiiidrqejf iiiidrqejovf iiiidrcxqejovf
三重	100000	iiijbf
三重國小	100000	iiijbfoqm iiijbfooxqm
三心二意	100000	iiijlqiiivw iiijlqqiiivbw
三和	100000	iiijto
三國	100000	iiioq iiiooxq
三思而行	100000	iiiotwjmjj iiiotwjmjyij
三顧茅廬	100000	iiiryvhpjrri iiiryifvhppjrroti
一諾千金	100000	iioojtyfv iiohjojtyfv
一意孤行	100000	iivwprqjj iivbwprgqjj iivbwprgqjyij
百發百中	100000	ijbaxijbq ijbajqsxijbq
百事可樂	100000	ijbiojiojjbt ijbioejiojjbggt
百度	100000	ijbrhx
丁薛祥	100000	ijhjfqmf ijhjbifqmvf
盂蘭節	100000	ijihpvaap ijmihpptvaaegp
工程	100000	ijijte ijijtoe
工程師	100000	ijijtejbm ijijtoejbm
士林	100000	ijitt
工人	100000	ijiy
衣索比亞	100000	ijktumccihi ijktugmccihi
元旦	100000	ijlbi
元朗	100000	ijlqed ijlqegd
一心一意	100000	ijlqiivw ijlqqiivbw
元宵節	100000	ijlqudaap ijlquwdaaegp
元朝	100000	ijltbd ijltbtd
元首	100000	ijlvji ijlvjdi
元智大學	100000	ijlykbiyfi ijlykobiyfi ijlykobiyfxxfi
一石二鳥	100000	ijoiijsm ijoiijsem
六張犁	100000	ijqsfkjth ijqsfikjtnjh
一往情深	100000	ijyemfdwut ijyqemfdwuvt
冰島	100000	ikjsw ikjsew
七夕	100000	ila
望塵莫及	100000	ilerhfhbkjx ilderhccfhbkjx
望梅止渴	100000	iletyitlwbl ildetyoitlwbsyl
一如既往	100000	iljoegljye iljoegxljyqe
瓦萊塔	100000	ilqhtyfho ilzqhtyyfhao
瓦倫西亞	100000	ilqyahihiihi ilzqyauhihiihi
七張	100000	ilsfk ilsfik
亡羊補牢	100000	ilvfqkqquh ilvfqkdqqujh
忘恩負義	100000	ilwokwsdvveq ilwokwsdvvejkq
一帆風順	100000	imanjgjnv imanjogjnjdv
井然有序	100000	indmxdrpp indkqmxdrpp
井井有條	100000	ininxdnxt
丼飯	100000	inqaex inqaegrx
井底之蛙	100000	inrcqqzogf inrcxqqzogff
語重心長	100000	ioojbfjlqfik iodojbfjlqqfik
諾魯	100000	ioosob iohjosotmb
護理師	100000	ioxebfjbm iohyxebfjbm
護士	100000	ioxiji iohyxiji
哥斯大黎加	100000	iojhetiyjtkcjo iotojhevrtiyjtsjkcjo
一鳴驚人	100000	iojmhsmy iojsemhsoxmy
言而有信	100000	iojmxdyio
可口可樂	100000	iojoiojjbt iojoiojjbggt
哥本哈根	100000	iojtjioaotek iotojtjrioaotek
可頌	100000	iojvgv iojvgjdv
哥倫比亞	100000	iojyahccihi iotojyauhccihi
哥倫比亞大學	100000	iojyahccihiiyfi iotojyauhccihiiyfi iotojyauhccihiiyfxxfi
可倫坡	100000	iojyahfrx iojyauhfrx
京都	100000	iomfp iomfjbp
京都大學	100000	iomfpiyfi iomfjbpiyfxxfi
熟能生巧	100000	iomgcjhiis iopamgcjhiis iopamgdccjhiis
京斯敦	100000	iomhetiox iomhevrtiopx
京東	100000	iomtb
副總理	100000	iongmwebf iootngmjowebf
副總統	100000	iongmwgml iootngmjowgmigl
副主席	100000	ionqerhm iootnqerhm
設計師	100000	ioxiotjbm ionxiotjbm
調景嶺	100000	ioobimwav ioufobiomwapjv
高加索	100000	ioocjotum iouocjotugm
高師大	100000	ioojbmiy iouojbmiy
歌手	100000	ioyjij ioojyjij
高通	100000	ioopuz iouopuhz
高市早苗	100000	iooqmbthot iouoqmbthot
高雄	100000	iooxgf iouoxgyif
高雄醫學	100000	iooxgfcyifi iouoxgyifcyknifi iouoxgyifcyknifxxfi
郭台銘	100000	iopgoyfo ioppgoyfvao
議長	100000	ioqfik ioveqfik
誠心誠意	100000	ioqjlqioqivw iorcqjlqqiorcqivbw
議員	100000	ioqodv ioveqodv
頭牙	100000	iovfj iovjvfj
豆花	100000	iovhyc
頭前庄	100000	iovvdnrf iovjvvdnrf
記者	100000	iozfjb
一視同仁	100000	iqmluoyi iqmdjluoyi
一竅不通	100000	iquxjqpuz iquvjxjqpuhz
馮德萊恩	100000	ismjywhtyokw ishmjytmwhtyyokw
施紀賢	100000	islgmzckv isyplgmzckxdv
資工	100000	isviji isydviji
資訊	100000	isviot isydviozt
資生堂	100000	isvjhiwuf isydvjhiwuof
凍檸茶	100000	itbtqjhyt itbtquwjhyt
一乾二淨	100000	itbziiwwj itbtyziiwwej
武漢	100000	itqwhy itlqwhoiy
武漢大學	100000	itqwhyiyfi itlqwhoiyiyfi itlqwhoiyiyfxxfi
曹魏	100000	iubjtg iuhbjtljg
屯門	100000	iulpp
音樂	100000	ivbjbt ivbjbggt
彰化	100000	iveyc ivbteyc
章魚燒	100000	ivtsomvyl ivbtsotmvyffl
龍飛鳳舞	100000	iveknknjmymh ivdseknknjsemymah
龍馬精神	100000	iveshmvtdqmj ivdseshmvtfdqmbj
龍山寺	100000	ivewfa ivdsewfa
辛巴威	100000	ivfdlrrq ivfdlrrjxq
辛亥	100000	ivfigy
立委	100000	ivjtj ivjtlj
親子丼	100000	ivlpiinq ivtdlpiinq
帝力	100000	ivmcj ivumcj
端午節	100000	ivmjfaap ivwjmjfaaegp
帝國學院	100000	ivmoqfipql ivumoqfipqujl ivumooxqfxxfipqujl
部長	100000	ivpfik ivopfik
部隊鍋	100000	ivppvkyfo ivoppvjkyfvoo
商朝	100000	ivotbd ivuvotbtd
商人	100000	ivoy ivuvoy
立陶宛	100000	ivpswquz ivpsywquaz
新加坡	100000	ivtcjofrx ivtrtcjofrx
新加坡國立	100000	ivtcjofrxoqiv ivtrtcjofrxoqiv ivtrtcjofrxooxqiv
新加坡幣	100000	ivtcjofrxvmm ivtrtcjofrxvmvxm
新北	100000	ivtfc ivtrtfc
新北產業園區	100000	ivtfcixfnvrofkcoo ivtrtfcixrjfnvvhrofojkcooo
新北投	100000	ivtfcknx ivtrtfcknx
新埔	100000	ivtfdq ivtrtfdq
新埔民生	100000	ivtfdqclxjhi ivtrtfdqclxjhi
平壤	100000	ivtfik ivtfiook
新台幣	100000	ivtgovmm ivtrtgovmvxm
新莊	100000	ivthkf ivtrthkf
新德里	100000	ivtjywbf ivtrtjytmwbf
新竹	100000	ivtkk ivtrtkk
平安夜	100000	ivtqujiyr ivtquljiyar
新店	100000	ivtrto ivtrtrto
新店區公所	100000	ivtrtocoovgrrt ivtrtrtocooovgrrt
新疆	100000	ivtsfi ivtrtsfoti
新罕布夏	100000	ivtuvfxmjdx ivtrtuvfxmjdjx
新墨西哥	100000	ivtvffihiioj ivtrtvfmfihiiotoj
立法會	100000	ivwfgab ivwfgavb
立法委員	100000	ivwfgjtjodv ivwfgjtljodv
立法院	100000	ivwfgpql ivwfgpqujl
交大	100000	ivxiy
交通部	100000	ivxpuzivp ivxpuhzivop
一勞永逸	100000	ivyjqksoz ivyvyjqksojqz
文言文	100000	ixioix
文德	100000	ixjyw ixjytmw
天水圍	100000	ixrkodh ixrkodoh
天婦羅	100000	ixrljmmgf ixrljeummgmyf
天后	100000	ixrro
天津	100000	ixrweh
文在寅	100000	ixxfquv ixxfquufv
文化部	100000	ixycivp ixycivop
文化大學	100000	ixyciyfi ixyciyfxxfi
大腸包小腸	100000	iydbjszmdbj iydbsjszmdbsj
大腸麵線	100000	iydbjtyigmk iydbsjtyyyigmjbk
大埔墟	100000	iyfdqfrv iyfdqfrnv
大學	100000	iyfi iyfxxfi
一針見血	100000	iyftdjljmi iyfvtdjljmi
大坪林	100000	iyfvttt
大連	100000	iyibz iyibtz
大西洋	100000	iyihiwvf
大立光	100000	iyivwjl
大邱	100000	iyjkp
大水坑	100000	iykfin
大圍	100000	iyodh iyodoh
大器晚成	100000	iyooobslrq iyookqobsojlrq iyookqobsojlrcxq
大阪	100000	iyprx
大阪燒	100000	iyprxvyl iyprxvyffl
大安	100000	iyquj iyqulj
大安森林公園	100000	iyqujtttttvgofk iyquljtttttvgofojk
大窩口	100000	iyquoo iyquvooo
大疆	100000	iysfi iysfoti
大馬士革	100000	iyshmijihot
大橋頭	100000	iytjoiov iytjkooiovjv
大直	100000	iytui iytuei
大公無私	100000	iyvgymmjtg
大潤發	100000	iywpeax iywppeax iywppeajqsx
大湖公園	100000	iywtdvgofk iywtodvgofojk
大洋洲	100000	iywvfwnn iywvfwnnn
大使	100000	iyyox
的黎波里	100000	jajtkwrxbf jajtsjkwrxbf jbajtsjkwrxbf
列支敦斯登	100000	jantxioxhetajv jantxiopxhevrtajqov
皇帝	100000	jbeivm jbeivum
皇后	100000	jbero
動物園	100000	jbjjhjofk jbfcjjhsjofojk
重陽節	100000	jbfpbjaap jbfpbsjaaegp
白切雞	100000	jbfpwgf jbfpwgkyf
重慶	100000	jbfrhx jbfrhwx
樂不思蜀	100000	jbtjqotwmsg jbggtjqotwmsog
樂富	100000	jbtqut jbggtquoot
樂極生悲	100000	jbttsijhijew jbggttsoxijhijeew
樂金	100000	jbtyfv jbggtyfv
白話文	100000	jbiooix jbiojtoix
泉州	100000	jbknnn
帛琉	100000	jbmeil jbmeignl
師大	100000	jbmiy
歸心似箭	100000	jbmjlqylyaan jbtlmjlqqylqyaavdn
白色情人節	100000	jbsdlmfdyaap jbsdlmfdyaaegp
白俄羅斯	100000	jbyjqmgfhet jbyjkxqmgmyfhevrt
迫不及待	100000	jbzjqjxjya jbzjqjxjyfa
自食其力	100000	jdiaekhevcj
自然	100000	jdidm jdidkqm
自不量力	100000	jdijqbbfcj
自相矛盾	100000	jditdippjrti jditdippjrtdi
夏威夷	100000	jdxrrqisy jdjxrrjxqisy
夏朝	100000	jdxtbd jdjxtbtd
夏普	100000	jdxvnb jdjxvnvb
臭豆腐	100000	jdqiovryy jdkqiovryauy
斐濟	100000	jexwid jeeixwiypd
豐田	100000	jevot jeeuvot
先嗇宮	100000	jflyyoquo jfjlyyfooquoo
廷布	100000	jfzxm
特斯拉	100000	jhahetkiv jhfahevrtkiv
特拉維夫	100000	jhakivgmfiiy jhfakivgmyifiiy
特拉斯	100000	jhakivhet jhfakivhevrt
特朗普	100000	jhaqedvnb jhfaqegdvnvb
特首	100000	jhavji jhfavjdi
特首辦公室	100000	jhavjiivfvgquf jhfavjdiivxcfvgqugf
牛腩麵	100000	jhdtftyi jhdtuvftyyyi
生龍活虎	100000	jhiivewjorn jhiivdsewjtorn
生物	100000	jhijhj jhijhsj
牛頭角	100000	jhiovsuh jhiovjvsuh
生魚片	100000	jhisomjtj jhisotmjtj
生煎包	100000	jhivdmsz jhivdnmsz
牛雜	100000	jhiyf jhiyytf
物理	100000	jhjebf jhsjebf
朱巴	100000	jhrdl jhjrdl
朱立倫	100000	jhrivyah jhjrivyauh
朱鎔基	100000	jhryfohef jhjryfvqohevf
牛排	100000	jhkee
牛肉麵	100000	jhuyytyi jhuyytyyyi
牛津	100000	jhweh
牛津大學	100000	jhwehiyfi jhwehiyfxxfi
習近平	100000	jibrtzivt jijibrtzivt
上環	100000	jiiemk jiiemiok
上水	100000	jiik
上海	100000	jiiwyi jiiwyoi
上海交大	100000	jiiwyiivxiy jiiwyoiivxiy
拜登	100000	jitajv jijetajqov
手語	100000	jijioo jijiodo
手搖飲	100000	jijkdwaey jijkdywaegsy
手忙腳亂	100000	jijmildvpwpl jijmildvyopwpugl
兆康	100000	jikrek jilkrek
毛澤東	100000	jilwmftb jilwmevftb
行政長官	100000	jjflxfikqub jyijflxfikqub
行政院	100000	jjflxpql jjflxpqujl jyijflxpqujl
行天宮	100000	jjixrquo jjixrquoo jyijixrquoo
喬治亞	100000	jkowgoihi jkouowgoihi
喬治亞州	100000	jkowgoihinnn jkouowgoihinnn
喬治敦	100000	jkowgoiox jkouowgoiopx
邱吉爾	100000	jkpfovmx jkpfovmxxx
心曠神怡	100000	jlqbrvqmjmgo jlqqbrhuvqmbjmgo
心理學	100000	jlqebffi jlqqebffi jlqqebffxxfi
心花怒放	100000	jlqhycljwisx jlqqhycljxwisx
心平氣和	100000	jlqivtaqtjto jlqqivtaqvtjto
心不在焉	100000	jlqjqxfflm jlqqjqxfflsm
耐吉	100000	jmafo
順其自然	100000	jnvhevjdidm jnjdvhevjdidm jnjdvhevjdidkqm
川普	100000	jnvnb jnvnvb
川流不息	100000	jnwiljqjdw jnwignljqjdw
研究員	100000	johquzodv johquvjzodv
面面俱到	100000	joijoiyuvgn jonijoniyuevgn jonijoniyuevgfn
石硤尾	100000	jojoyrjl jojokyyrjil
石破茂	100000	jojoxhrq jojorxhrxq
粵語	100000	josioo jojvsiodo
石牌	100000	jokjt jokjbjt
石門	100000	jopp
石家莊	100000	joqkhkf joqujkhkf
碗粿	100000	jozvtt joquzvtbt
破釜沉舟	100000	joxvxvwunjui jorxvxfvwunjui
破鏡重圓	100000	joxyfljbfoov jorxyfviljbfoodv
石鍋拌飯	100000	joyfokvhaex joyfvookvhaegrx
不勝枚舉	100000	jqdvjtxfsh jqdviyjtxfsfvh
不切實際	100000	jqfpqvpdm jqfpqvpdzim jqfpquotvpdzim
不約而同	100000	jqgmajmuo
不翼而飛	100000	jqjivjmknk jqjijivjmknk
不恥下問	100000	jqnewfppo
不丹	100000	jqui
不勞而獲	100000	jqvyjjmxjx jqvyvyjjmxjhyx
烏茲別克	100000	jsmhggosntol jscmhggosntojl
烏干達	100000	jsmitfvz jscmitfvfz
烏龍麵	100000	jsmivetyi jscmivdsetyyyi
烏拉圭	100000	jsmkivff jscmkivff
烏魯木齊	100000	jsmsobtjriyd jscmsotmbtjriypkd
烏克蘭	100000	jsmtolhpv jscmtojlhpptv
烏溪沙	100000	jsmwwkwmj jscmwwgkwmj
千里達	100000	jtbffvz jtbffvfz
香奈兒	100000	jtbkimfel jtbkimfejl
香火鼎盛	100000	jtbvydkkrci jtbvydkkrcxqi
香港	100000	jtbwhz jtbwhvz
香港理工	100000	jtbwhzebfiji jtbwhvzebfiji
香港城市大學	100000	jtbwhzfrqqmiyfi jtbwhvzfrcxqqmiyfi jtbwhvzfrcxqqmiyfxxfi
香港大學	100000	jtbwhziyfi jtbwhvziyfi jtbwhvziyfxxfi
香港科技大學	100000	jtbwhzjttktxiyfi jtbwhvzjtitktxiyfi jtbwhvzjtitktxiyfxxfi
香港中文大學	100000	jtbwhzqixiyfi jtbwhvzqixiyfi jtbwhvzqixiyfxxfi
程式設計師	100000	jteiiqioxiotjbm jtoeiiqionxiotjbm
甜甜圈	100000	jtijtiovz jtohijtohioviyz
千方百計	100000	jtisijbiot
科學家	100000	jttfiqk jtitfiqk jtitfxxfiqujk
科大	100000	jttiy jtitiy
科技大樓	100000	jttktxiytbj jtitktxiytbqlj
科羅拉多	100000	jttmgfkivaa jtitmgmyfkivaa
科隆	100000	jttpxf jtitpxjf
科威特	100000	jttrrqjha jtitrrjxqjhfa
科威特市	100000	jttrrqjhaqm jtitrrjxqjhfaqm
科索沃	100000	jtttumwjk jtittugmwjk
千辛萬苦	100000	jtivfhbghto jtivfhbughto
秘書	100000	jtjefb jtwjefb
秘書長	100000	jtjefbfik jtwjefbfik
委員長	100000	jtjodvfik jtljodvfik
秘魯	100000	jtjsob jtwjsotmb
委內瑞拉	100000	jtjuyewmkiv jtljuyewjmkiv
黎巴嫩	100000	jtkdlljx jtsjkdlljtox
利比亞	100000	jtnccihi
利雅德	100000	jtnfjfjyw jtnfjyifjytmw
利物浦	100000	jtnjhjwdq jtnjhsjwdq
利馬	100000	jtnshm
利東	100000	jtntb
利伯維	100000	jtnyjbgmf jtnyjbgmyif
千層麵	100000	jtrvbtyi jtrvvbtyyyi
千鈞一髮	100000	jtyfiifiq jtyfvsiifigeq
艇仔粥	100000	juzypisvs juijzypisvts
奧巴馬	100000	jukdlshm jujvkdlshm
奧班	100000	jukene jujvkene
奧地利	100000	jukfpljtn jujvkfpljtn
奧斯陸	100000	jukhetpff jujvkhevrtpfvf
奧克蘭	100000	juktolhpv jujvktojlhpptv
奧克拉荷馬	100000	juktolkivhyjshm jujvktojlkivhyojshm
奧迪	100000	jukufz jujvkufz
及第粥	100000	jxaajsvs jxaasjsvts
後顧之憂	100000	jxryvqzjdx jxryifvqzjduwx jygxryifvqzjduwx
後來居上	100000	jxtyyrtojii jygxtyyrtojii
後山埤	100000	jxwfjt jxwfjbjt jygxwfjbjt
得意忘形	100000	jyaivwilwihe jyaivbwilwihe jybaivbwilwihe
得寸進尺	100000	jyatqyizrq jyatqyifzrq jybatqyifzrq
衛福部	100000	jyjqmtivp jydojqmiotivop
律師	100000	jyhjbm jyehjbm
循序漸進	100000	jyirppwbtyiz jyrtirppwbtrtyifz
徐匯中學	100000	jymcwfqfi jyyimcwyifqfi jyyimcwyifqfxxfi
徐州	100000	jymnnn jyyimnnn
德語	100000	jywioo jytmwiodo
德文	100000	jywix jytmwix
德拉瓦	100000	jywkivilq jytmwkivilzq
德州	100000	jywnnn jytmwnnn
德國	100000	jywoq jytmwoq jytmwooxq
德克薩斯	100000	jywtolhpfhet jytmwtojlhpixfhevrt
德黑蘭	100000	jywvfmhpv jytmwvfmhpptv
微軟	100000	jyxiby jywnxibtsy
微積分	100000	jyxjtvvp jywnxjtfdvvp
微信	100000	jyxyio jywnxyio
復旦	100000	jyxbi jyybxbi
復旦大學	100000	jyxbiiyfi jyybxbiiyfi jyybxbiiyfxxfi
復興崗	100000	jyxfuvwuw jyybxfuofvwuvw
復活節	100000	jyxwjoaap jyybxwjtoaaegp
九龍塘	100000	jzivefro jzivdsefreo
九龍灣	100000	jzivewis jzivdsewiogs
鳩山由紀夫	100000	jzmwufgmziiy jzjsmwufgmziiy
水餃	100000	kaex kaegix
將軍澳	100000	kaubtwjk kaubtwjuvk kdaubtwjuvk
提比里斯	100000	kbyccbfhet kbfyccbfhevrt
揚州炒飯	100000	kbjnnnvyjaex kbsjnnnvymjaegrx
揚眉吐氣	100000	kbjrdiofaqt kbsjrdiofaqvt
指鹿為馬	100000	kcbrhcwjmshm kcbrhccwjjjmshm
挪威	100000	kcprrq kcijprrjxq
排骨飯	100000	keeoudaex keeoudaegrx
捷克	100000	keytol ketytojl
措手不及	100000	khbjijjqjx
撒哈拉	100000	khxoaokiv khdxoaokiv
撒哈拉以南	100000	khxoaokivlqytuf khdxoaokivlqytuvf
水落石出	100000	khwojouw khwxojouw
奈比多	100000	kimccaa
奈及利亞	100000	kimjxjtnihi
奈洛比	100000	kimwxocc
抖音	100000	kitivb
拉巴斯	100000	kivdlhet kivdlhevrt
拉巴特	100000	kivdljha kivdljhfa
拉脫維亞	100000	kivdvlgmfihi kivdvojlgmyifihi
拉斯維加斯	100000	kivhetgmfcjohet kivhevrtgmyifcjohevrt
拉薩	100000	kivhpf kivhpixf
拉丁文	100000	kivijix
拉丁美洲	100000	kivijvekwnn kivijvekwnnn
拉麵	100000	kivtyi kivtyyyi
打邊爐	100000	kjjdzvyi kjjdquzvyroi
打拋豬	100000	kjkxjjkb kjkxlcjjkfjb
掩耳盜鈴	100000	kklnewsiyfp kkblnewsymiyfvap
竹圍	100000	kkodh kkodoh
飛黃騰達	100000	knkhuvdvmfvz knkhufvdviymfvfz
奇西瑙	100000	kojihielx kojihielllx
奇岩	100000	kojwjo
哲學	100000	krofi krtofi krtofxxfi
披薩	100000	krxhpf krxhpixf
遼寧	100000	kvzquj kvbmzquwmj
遼朝	100000	kvztbd kvbmztbtd
拼多多	100000	kvhaaaa
撈麵	100000	kvjtyi kvyvjtyyyi
水泄不通	100000	kwhljqpuz kwhljqpuhz
推特	100000	kyfjha kyifjhfa
好市多	100000	liqmaa ljpiqmaa
女王	100000	lje
婦女節	100000	ljmljaap ljeumljaaegp
奶黃包	100000	ljphuvsz ljphufvsz
奶茶	100000	ljphyt
以太幣	100000	lqyiavmm lqyiavmvxm
以色列	100000	lqysdljan
小籠包	100000	maaesz maaivesz
慢條斯理	100000	mbxnxthetebf mbmxnxthevrtebf
快馬加鞭	100000	mcyshmcjohox mcyshmcjohotyx
恆安	100000	mdiquj mdiqulj
小碧潭	100000	mejowht mejbjowhbt
情投意合	100000	mfdknxivwao mfdknxivbwao
情人節	100000	mfdyaap mfdyaaegp
羅德島	100000	mgfjywjsw mgmyfjytmwjsew
羅安達	100000	mgfqujfvz mgmyfquljfvfz
羅馬	100000	mgfshm mgmyfshm
羅馬尼亞	100000	mgfshmrcihi mgmyfshmrcihi
羅湖	100000	mgfwtd mgmyfwtod
雪花冰	100000	miehycik miiehycik
雪梨	100000	miejtt miiejtnt
雪中送炭	100000	mieqvizwxy miieqviyzwxvy
雪佛蘭	100000	mieysnhpv miieysnhpptv
雲吞麵	100000	migiyotyi miiigiyotyyyi
雲林	100000	migtt miiigtt
雲南	100000	migtuf miiigtuvf
電腦	100000	mildlx miibldlllx
電機	100000	miltgq miibltggjq
雷諾	100000	mitioo miiotiohjo
雷根	100000	mittek miiottek
雷克雅維克	100000	mittolfjfgmftol miiottojlfjyifgmyiftojl
四川	100000	mijn
四面楚歌	100000	mijoittyioy mijonittfyioojy
懷俄明	100000	mikyjqbd mimkkyjkxqbd
小泉純一郎	100000	mjbkgmliqep mjbkgmuliqegp
小泉進次郎	100000	mjbkyizisyqep mjbkyifzisyqegp
省長	100000	mjifik mjdifik
尖東	100000	mktb
尖沙咀	100000	mkwmjoue
蜀漢	100000	msgwhy msogwhoiy
小馬可仕	100000	mshmiojyf
小米	100000	mvtr mvtjr
小布希	100000	mxmxxm
雀巢	100000	myfllt myiflllbt
兩敗俱傷	100000	myydvxyuvyyj myydvxyuevyybsj
眾志成城	100000	myyfwrqfrq myyyfwrqfrcxq myyyfwrcxqfrcxq
眾議員	100000	myyioqodv myyyioveqodv
眾所周知	100000	myyrrtufoyko myyyrrtufoyko
兩岸	100000	myywrf
兩岸三地	100000	myywrfiiifpl
對牛彈琴	100000	najhsoteej najhsoobteeaj nvveajhsoobteeaj
聖多明各	100000	nefaabdxo neojfaabdxo
聖地牙哥	100000	neffplfjioj neojffplfjiotoj
聖荷西	100000	nefhyjihi neojfhyojihi
聖誕節	100000	nefiozaap neojfiojtzaaegp
聖彼得堡	100000	nefjyxjyayof neojfjyrxjyayotf neojfjyrxjybayotf
聖露西亞	100000	nefmioihiihi neojfmiiooihiihi
聖馬利諾	100000	nefshmjtnioo neojfshmjtniohjo
聯發科	100000	nehaxjtt negghaxjtit negghajqsxjtit
聯合利華	100000	nehaojtnhhh negghaojtnhhh
聯電	100000	nehmil negghmiibl
聯想	100000	nehtdw negghtdw
耶路撒冷	100000	nepotokhxiap nepotlxokhdxiap
耶魯	100000	nepsob nepsotmb
耶魯大學	100000	nepsobiyfi nepsotmbiyfi nepsotmbiyfxxfi
風和日麗	100000	njgjtobiac njogjtobiaarc
州長	100000	nnnfik
業務	100000	nvrppj nvvhrppjxj
哈薩克	100000	oaohpftol oaohpixftojl
哈瓦那	100000	oaoilqcp oaoilzqcp oaoilzqcijp
哈利王子	100000	oaojtnepi
哈拉雷	100000	oaokivmit oaokivmiiot
哈爾濱	100000	oaovmxwqv oaovmxxxwqumv
哈佛	100000	oaoysn
哈佛大學	100000	oaoysniyfi oaoysniyfxxfi
口是心非	100000	obyjlqjee obyjlqqjee obfyjlqqjee
咖哩飯	100000	ocoobfaex ocjoobfaegrx
咖哩魚蛋	100000	ocoobfsomfyg ocjoobfsotmfyog
叻沙	100000	ocjwmj
吐瓦魯	100000	ofilqsob ofilzqsotmb
蚵仔麵線	100000	ogjypityigmk ogojypityyyigmjbk
蚵仔煎	100000	ogjypivdm ogojypivdnm
蝦餃	100000	ogxaex ogrixaegix
唭哩岸	100000	ohvobfwrf ohevobfwrf
味噌湯	100000	ohqovbwbj ohjqovvbwbsj
味全	100000	ohqye ohjqye
母親節	100000	oiivlaap oiivtdlaaegp
呂秀蓮	100000	ojojtphbz ojojtphbtz
呼和浩特	100000	ojtjtowjojha ojvtjtowjfojhfa
因小失大	100000	okmjiyiy
因材施教	100000	okttjislfjx okttjisyplfjpx
恩加美納	100000	okwcjovekgmy okwcjovekgmuy
戰國	100000	ooqoq oobtqoq oobtqooxq
圓山	100000	oovw oodvw
圖斯克	100000	ooohettol ooioohevrttojl
圖窮匕見	100000	oooquscdjl ooiooquyjscdjl
嚴家淦	100000	ooxqkwyv oorixqkwyfv oorixqujkwyfv
國會議員	100000	oqabioqodv oqabioveqodv ooxqavbioveqodv
國王	100000	oqe ooxqe
國台辦	100000	oqgoivf oqgoivxcf ooxqgoivxcf
國語	100000	oqioo oqiodo ooxqiodo
國文	100000	oqix ooxqix
國防部	100000	oqpisivp oqpisivop ooxqpisivop
國務院	100000	oqppjpql oqppjxjpqujl ooxqppjxjpqujl
國家主席	100000	oqqkqerhm ooxqqujkqerhm
國安會	100000	oqqujab oqquljab ooxqquljavb
國慶	100000	oqrhx oqrhwx ooxqrhwx
國慶日	100000	oqrhxb oqrhwxb ooxqrhwxb
國父紀念館	100000	oqvxgmzajwaeb oqvxgmzajwaegqb ooxqvxgmzajwaegqb
迴龍	100000	oozive oozivdse
喀土穆	100000	oqotijte oquxotijtjbe
喀麥隆	100000	oqotyapxf oquxotyyapxjf
吳敦義	100000	oskioxveq oskiopxvejkq
田納西	100000	otgmyihi otgmuyihi
異口同聲	100000	otvouofre othvouofrnxe
跨年	100000	otsycj otlksycj
路易斯安那	100000	otobsjhetqujcp otlxobsjhevrtquljcp otlxobsjhevrtquljcijp
路易威登	100000	otobsjrrqajv otlxobsjrrjxqajqov
路易港	100000	otobsjwhz otlxobsjwhvz
路沙卡	100000	otowmjtf otlxowmjtf
思科	100000	otwjtt otwjtit
體育	100000	ouvigd ouduvigd
過河拆橋	100000	ozwojkrqtjo ozwojkrtqtjkoo ouozwojkrtqtjkoo
史瓦帝尼	100000	oxilqivmrc oxilzqivumrc
史丹佛	100000	oxuiysn
陽明交大	100000	pbjbdivxiy pbsjbdivxiy
陝西	100000	pkyihi pkyyihi
孟加拉	100000	pmicjokiv
孟買	100000	pmimdv
阿里巴巴	100000	pojbfdldl
阿曼	100000	pojbmx
阿巴斯	100000	pojdlhet pojdlhevrt
阿斯塔納	100000	pojhetfhogmy pojhevrtfhaogmuy
阿斯馬拉	100000	pojhetshmkiv pojhevrtshmkiv
阿德萊德	100000	pojjywhtyjyw pojjytmwhtyyjytmw
